image_id,card,image_path,mask_path,source_image_id,reference_index,augmentation_index
augmented_card_01550,r_3,training_data\augmented_data\card_images\augmented_card_01550.jpg,training_data\augmented_data\card_masks\augmented_card_01550.png,ref_L1000765_card_01,1,300
augmented_card_01551,r_3,training_data\augmented_data\card_images\augmented_card_01551.jpg,training_data\augmented_data\card_masks\augmented_card_01551.png,ref_L1000765_card_01,1,301
augmented_card_01552,r_3,training_data\augmented_data\card_images\augmented_card_01552.jpg,training_data\augmented_data\card_masks\augmented_card_01552.png,ref_L1000765_card_01,1,302
augmented_card_01553,r_3,training_data\augmented_data\card_images\augmented_card_01553.jpg,training_data\augmented_data\card_masks\augmented_card_01553.png,ref_L1000765_card_01,1,303
augmented_card_01554,r_3,training_data\augmented_data\card_images\augmented_card_01554.jpg,training_data\augmented_data\card_masks\augmented_card_01554.png,ref_L1000765_card_01,1,304
augmented_card_01555,r_3,training_data\augmented_data\card_images\augmented_card_01555.jpg,training_data\augmented_data\card_masks\augmented_card_01555.png,ref_L1000765_card_01,1,305
augmented_card_01556,r_3,training_data\augmented_data\card_images\augmented_card_01556.jpg,training_data\augmented_data\card_masks\augmented_card_01556.png,ref_L1000765_card_01,1,306
augmented_card_01557,r_3,training_data\augmented_data\card_images\augmented_card_01557.jpg,training_data\augmented_data\card_masks\augmented_card_01557.png,ref_L1000765_card_01,1,307
augmented_card_01558,r_3,training_data\augmented_data\card_images\augmented_card_01558.jpg,training_data\augmented_data\card_masks\augmented_card_01558.png,ref_L1000765_card_01,1,308
augmented_card_01559,r_3,training_data\augmented_data\card_images\augmented_card_01559.jpg,training_data\augmented_data\card_masks\augmented_card_01559.png,ref_L1000765_card_01,1,309
augmented_card_01560,r_3,training_data\augmented_data\card_images\augmented_card_01560.jpg,training_data\augmented_data\card_masks\augmented_card_01560.png,ref_L1000765_card_01,1,310
augmented_card_01561,r_3,training_data\augmented_data\card_images\augmented_card_01561.jpg,training_data\augmented_data\card_masks\augmented_card_01561.png,ref_L1000765_card_01,1,311
augmented_card_01562,r_3,training_data\augmented_data\card_images\augmented_card_01562.jpg,training_data\augmented_data\card_masks\augmented_card_01562.png,ref_L1000765_card_01,1,312
augmented_card_01563,r_3,training_data\augmented_data\card_images\augmented_card_01563.jpg,training_data\augmented_data\card_masks\augmented_card_01563.png,ref_L1000765_card_01,1,313
augmented_card_01564,r_3,training_data\augmented_data\card_images\augmented_card_01564.jpg,training_data\augmented_data\card_masks\augmented_card_01564.png,ref_L1000765_card_01,1,314
augmented_card_01565,r_3,training_data\augmented_data\card_images\augmented_card_01565.jpg,training_data\augmented_data\card_masks\augmented_card_01565.png,ref_L1000765_card_01,1,315
augmented_card_01566,r_3,training_data\augmented_data\card_images\augmented_card_01566.jpg,training_data\augmented_data\card_masks\augmented_card_01566.png,ref_L1000765_card_01,1,316
augmented_card_01567,r_3,training_data\augmented_data\card_images\augmented_card_01567.jpg,training_data\augmented_data\card_masks\augmented_card_01567.png,ref_L1000765_card_01,1,317
augmented_card_01568,r_3,training_data\augmented_data\card_images\augmented_card_01568.jpg,training_data\augmented_data\card_masks\augmented_card_01568.png,ref_L1000765_card_01,1,318
augmented_card_01569,r_3,training_data\augmented_data\card_images\augmented_card_01569.jpg,training_data\augmented_data\card_masks\augmented_card_01569.png,ref_L1000765_card_01,1,319
augmented_card_01570,r_3,training_data\augmented_data\card_images\augmented_card_01570.jpg,training_data\augmented_data\card_masks\augmented_card_01570.png,ref_L1000765_card_01,1,320
augmented_card_01571,r_3,training_data\augmented_data\card_images\augmented_card_01571.jpg,training_data\augmented_data\card_masks\augmented_card_01571.png,ref_L1000765_card_01,1,321
augmented_card_01572,r_3,training_data\augmented_data\card_images\augmented_card_01572.jpg,training_data\augmented_data\card_masks\augmented_card_01572.png,ref_L1000765_card_01,1,322
augmented_card_01573,r_3,training_data\augmented_data\card_images\augmented_card_01573.jpg,training_data\augmented_data\card_masks\augmented_card_01573.png,ref_L1000765_card_01,1,323
augmented_card_01574,r_3,training_data\augmented_data\card_images\augmented_card_01574.jpg,training_data\augmented_data\card_masks\augmented_card_01574.png,ref_L1000765_card_01,1,324
augmented_card_01575,r_3,training_data\augmented_data\card_images\augmented_card_01575.jpg,training_data\augmented_data\card_masks\augmented_card_01575.png,ref_L1000765_card_01,1,325
augmented_card_01576,r_3,training_data\augmented_data\card_images\augmented_card_01576.jpg,training_data\augmented_data\card_masks\augmented_card_01576.png,ref_L1000765_card_01,1,326
augmented_card_01577,r_3,training_data\augmented_data\card_images\augmented_card_01577.jpg,training_data\augmented_data\card_masks\augmented_card_01577.png,ref_L1000765_card_01,1,327
augmented_card_01578,r_3,training_data\augmented_data\card_images\augmented_card_01578.jpg,training_data\augmented_data\card_masks\augmented_card_01578.png,ref_L1000765_card_01,1,328
augmented_card_01579,r_3,training_data\augmented_data\card_images\augmented_card_01579.jpg,training_data\augmented_data\card_masks\augmented_card_01579.png,ref_L1000765_card_01,1,329
augmented_card_01580,r_3,training_data\augmented_data\card_images\augmented_card_01580.jpg,training_data\augmented_data\card_masks\augmented_card_01580.png,ref_L1000765_card_01,1,330
augmented_card_01581,r_3,training_data\augmented_data\card_images\augmented_card_01581.jpg,training_data\augmented_data\card_masks\augmented_card_01581.png,ref_L1000765_card_01,1,331
augmented_card_01582,r_3,training_data\augmented_data\card_images\augmented_card_01582.jpg,training_data\augmented_data\card_masks\augmented_card_01582.png,ref_L1000765_card_01,1,332
augmented_card_01583,r_3,training_data\augmented_data\card_images\augmented_card_01583.jpg,training_data\augmented_data\card_masks\augmented_card_01583.png,ref_L1000765_card_01,1,333
augmented_card_01584,r_3,training_data\augmented_data\card_images\augmented_card_01584.jpg,training_data\augmented_data\card_masks\augmented_card_01584.png,ref_L1000765_card_01,1,334
augmented_card_01585,r_3,training_data\augmented_data\card_images\augmented_card_01585.jpg,training_data\augmented_data\card_masks\augmented_card_01585.png,ref_L1000765_card_01,1,335
augmented_card_01586,r_3,training_data\augmented_data\card_images\augmented_card_01586.jpg,training_data\augmented_data\card_masks\augmented_card_01586.png,ref_L1000765_card_01,1,336
augmented_card_01587,r_3,training_data\augmented_data\card_images\augmented_card_01587.jpg,training_data\augmented_data\card_masks\augmented_card_01587.png,ref_L1000765_card_01,1,337
augmented_card_01588,r_3,training_data\augmented_data\card_images\augmented_card_01588.jpg,training_data\augmented_data\card_masks\augmented_card_01588.png,ref_L1000765_card_01,1,338
augmented_card_01589,r_3,training_data\augmented_data\card_images\augmented_card_01589.jpg,training_data\augmented_data\card_masks\augmented_card_01589.png,ref_L1000765_card_01,1,339
augmented_card_01590,r_3,training_data\augmented_data\card_images\augmented_card_01590.jpg,training_data\augmented_data\card_masks\augmented_card_01590.png,ref_L1000765_card_01,1,340
augmented_card_01591,r_3,training_data\augmented_data\card_images\augmented_card_01591.jpg,training_data\augmented_data\card_masks\augmented_card_01591.png,ref_L1000765_card_01,1,341
augmented_card_01592,r_3,training_data\augmented_data\card_images\augmented_card_01592.jpg,training_data\augmented_data\card_masks\augmented_card_01592.png,ref_L1000765_card_01,1,342
augmented_card_01593,r_3,training_data\augmented_data\card_images\augmented_card_01593.jpg,training_data\augmented_data\card_masks\augmented_card_01593.png,ref_L1000765_card_01,1,343
augmented_card_01594,r_3,training_data\augmented_data\card_images\augmented_card_01594.jpg,training_data\augmented_data\card_masks\augmented_card_01594.png,ref_L1000765_card_01,1,344
augmented_card_01595,r_3,training_data\augmented_data\card_images\augmented_card_01595.jpg,training_data\augmented_data\card_masks\augmented_card_01595.png,ref_L1000765_card_01,1,345
augmented_card_01596,r_3,training_data\augmented_data\card_images\augmented_card_01596.jpg,training_data\augmented_data\card_masks\augmented_card_01596.png,ref_L1000765_card_01,1,346
augmented_card_01597,r_3,training_data\augmented_data\card_images\augmented_card_01597.jpg,training_data\augmented_data\card_masks\augmented_card_01597.png,ref_L1000765_card_01,1,347
augmented_card_01598,r_3,training_data\augmented_data\card_images\augmented_card_01598.jpg,training_data\augmented_data\card_masks\augmented_card_01598.png,ref_L1000765_card_01,1,348
augmented_card_01599,r_3,training_data\augmented_data\card_images\augmented_card_01599.jpg,training_data\augmented_data\card_masks\augmented_card_01599.png,ref_L1000765_card_01,1,349
augmented_card_01600,r_3,training_data\augmented_data\card_images\augmented_card_01600.jpg,training_data\augmented_data\card_masks\augmented_card_01600.png,ref_L1000765_card_01,1,350
augmented_card_01601,r_3,training_data\augmented_data\card_images\augmented_card_01601.jpg,training_data\augmented_data\card_masks\augmented_card_01601.png,ref_L1000765_card_01,1,351
augmented_card_01602,r_3,training_data\augmented_data\card_images\augmented_card_01602.jpg,training_data\augmented_data\card_masks\augmented_card_01602.png,ref_L1000765_card_01,1,352
augmented_card_01603,r_3,training_data\augmented_data\card_images\augmented_card_01603.jpg,training_data\augmented_data\card_masks\augmented_card_01603.png,ref_L1000765_card_01,1,353
augmented_card_01604,r_3,training_data\augmented_data\card_images\augmented_card_01604.jpg,training_data\augmented_data\card_masks\augmented_card_01604.png,ref_L1000765_card_01,1,354
augmented_card_01605,r_3,training_data\augmented_data\card_images\augmented_card_01605.jpg,training_data\augmented_data\card_masks\augmented_card_01605.png,ref_L1000765_card_01,1,355
augmented_card_01606,r_3,training_data\augmented_data\card_images\augmented_card_01606.jpg,training_data\augmented_data\card_masks\augmented_card_01606.png,ref_L1000765_card_01,1,356
augmented_card_01607,r_3,training_data\augmented_data\card_images\augmented_card_01607.jpg,training_data\augmented_data\card_masks\augmented_card_01607.png,ref_L1000765_card_01,1,357
augmented_card_01608,r_3,training_data\augmented_data\card_images\augmented_card_01608.jpg,training_data\augmented_data\card_masks\augmented_card_01608.png,ref_L1000765_card_01,1,358
augmented_card_01609,r_3,training_data\augmented_data\card_images\augmented_card_01609.jpg,training_data\augmented_data\card_masks\augmented_card_01609.png,ref_L1000765_card_01,1,359
augmented_card_01610,r_3,training_data\augmented_data\card_images\augmented_card_01610.jpg,training_data\augmented_data\card_masks\augmented_card_01610.png,ref_L1000765_card_01,1,360
augmented_card_01611,r_3,training_data\augmented_data\card_images\augmented_card_01611.jpg,training_data\augmented_data\card_masks\augmented_card_01611.png,ref_L1000765_card_01,1,361
augmented_card_01612,r_3,training_data\augmented_data\card_images\augmented_card_01612.jpg,training_data\augmented_data\card_masks\augmented_card_01612.png,ref_L1000765_card_01,1,362
augmented_card_01613,r_3,training_data\augmented_data\card_images\augmented_card_01613.jpg,training_data\augmented_data\card_masks\augmented_card_01613.png,ref_L1000765_card_01,1,363
augmented_card_01614,r_3,training_data\augmented_data\card_images\augmented_card_01614.jpg,training_data\augmented_data\card_masks\augmented_card_01614.png,ref_L1000765_card_01,1,364
augmented_card_01615,r_3,training_data\augmented_data\card_images\augmented_card_01615.jpg,training_data\augmented_data\card_masks\augmented_card_01615.png,ref_L1000765_card_01,1,365
augmented_card_01616,r_3,training_data\augmented_data\card_images\augmented_card_01616.jpg,training_data\augmented_data\card_masks\augmented_card_01616.png,ref_L1000765_card_01,1,366
augmented_card_01617,r_3,training_data\augmented_data\card_images\augmented_card_01617.jpg,training_data\augmented_data\card_masks\augmented_card_01617.png,ref_L1000765_card_01,1,367
augmented_card_01618,r_3,training_data\augmented_data\card_images\augmented_card_01618.jpg,training_data\augmented_data\card_masks\augmented_card_01618.png,ref_L1000765_card_01,1,368
augmented_card_01619,r_3,training_data\augmented_data\card_images\augmented_card_01619.jpg,training_data\augmented_data\card_masks\augmented_card_01619.png,ref_L1000765_card_01,1,369
augmented_card_01620,r_3,training_data\augmented_data\card_images\augmented_card_01620.jpg,training_data\augmented_data\card_masks\augmented_card_01620.png,ref_L1000765_card_01,1,370
augmented_card_01621,r_3,training_data\augmented_data\card_images\augmented_card_01621.jpg,training_data\augmented_data\card_masks\augmented_card_01621.png,ref_L1000765_card_01,1,371
augmented_card_01622,r_3,training_data\augmented_data\card_images\augmented_card_01622.jpg,training_data\augmented_data\card_masks\augmented_card_01622.png,ref_L1000765_card_01,1,372
augmented_card_01623,r_3,training_data\augmented_data\card_images\augmented_card_01623.jpg,training_data\augmented_data\card_masks\augmented_card_01623.png,ref_L1000765_card_01,1,373
augmented_card_01624,r_3,training_data\augmented_data\card_images\augmented_card_01624.jpg,training_data\augmented_data\card_masks\augmented_card_01624.png,ref_L1000765_card_01,1,374
augmented_card_01625,r_3,training_data\augmented_data\card_images\augmented_card_01625.jpg,training_data\augmented_data\card_masks\augmented_card_01625.png,ref_L1000765_card_01,1,375
augmented_card_01626,r_3,training_data\augmented_data\card_images\augmented_card_01626.jpg,training_data\augmented_data\card_masks\augmented_card_01626.png,ref_L1000765_card_01,1,376
augmented_card_01627,r_3,training_data\augmented_data\card_images\augmented_card_01627.jpg,training_data\augmented_data\card_masks\augmented_card_01627.png,ref_L1000765_card_01,1,377
augmented_card_01628,r_3,training_data\augmented_data\card_images\augmented_card_01628.jpg,training_data\augmented_data\card_masks\augmented_card_01628.png,ref_L1000765_card_01,1,378
augmented_card_01629,r_3,training_data\augmented_data\card_images\augmented_card_01629.jpg,training_data\augmented_data\card_masks\augmented_card_01629.png,ref_L1000765_card_01,1,379
augmented_card_01630,r_3,training_data\augmented_data\card_images\augmented_card_01630.jpg,training_data\augmented_data\card_masks\augmented_card_01630.png,ref_L1000765_card_01,1,380
augmented_card_01631,r_3,training_data\augmented_data\card_images\augmented_card_01631.jpg,training_data\augmented_data\card_masks\augmented_card_01631.png,ref_L1000765_card_01,1,381
augmented_card_01632,r_3,training_data\augmented_data\card_images\augmented_card_01632.jpg,training_data\augmented_data\card_masks\augmented_card_01632.png,ref_L1000765_card_01,1,382
augmented_card_01633,r_3,training_data\augmented_data\card_images\augmented_card_01633.jpg,training_data\augmented_data\card_masks\augmented_card_01633.png,ref_L1000765_card_01,1,383
augmented_card_01634,r_3,training_data\augmented_data\card_images\augmented_card_01634.jpg,training_data\augmented_data\card_masks\augmented_card_01634.png,ref_L1000765_card_01,1,384
augmented_card_01635,r_3,training_data\augmented_data\card_images\augmented_card_01635.jpg,training_data\augmented_data\card_masks\augmented_card_01635.png,ref_L1000765_card_01,1,385
augmented_card_01636,r_3,training_data\augmented_data\card_images\augmented_card_01636.jpg,training_data\augmented_data\card_masks\augmented_card_01636.png,ref_L1000765_card_01,1,386
augmented_card_01637,r_3,training_data\augmented_data\card_images\augmented_card_01637.jpg,training_data\augmented_data\card_masks\augmented_card_01637.png,ref_L1000765_card_01,1,387
augmented_card_01638,r_3,training_data\augmented_data\card_images\augmented_card_01638.jpg,training_data\augmented_data\card_masks\augmented_card_01638.png,ref_L1000765_card_01,1,388
augmented_card_01639,r_3,training_data\augmented_data\card_images\augmented_card_01639.jpg,training_data\augmented_data\card_masks\augmented_card_01639.png,ref_L1000765_card_01,1,389
augmented_card_01640,r_3,training_data\augmented_data\card_images\augmented_card_01640.jpg,training_data\augmented_data\card_masks\augmented_card_01640.png,ref_L1000765_card_01,1,390
augmented_card_01641,r_3,training_data\augmented_data\card_images\augmented_card_01641.jpg,training_data\augmented_data\card_masks\augmented_card_01641.png,ref_L1000765_card_01,1,391
augmented_card_01642,r_3,training_data\augmented_data\card_images\augmented_card_01642.jpg,training_data\augmented_data\card_masks\augmented_card_01642.png,ref_L1000765_card_01,1,392
augmented_card_01643,r_3,training_data\augmented_data\card_images\augmented_card_01643.jpg,training_data\augmented_data\card_masks\augmented_card_01643.png,ref_L1000765_card_01,1,393
augmented_card_01644,r_3,training_data\augmented_data\card_images\augmented_card_01644.jpg,training_data\augmented_data\card_masks\augmented_card_01644.png,ref_L1000765_card_01,1,394
augmented_card_01645,r_3,training_data\augmented_data\card_images\augmented_card_01645.jpg,training_data\augmented_data\card_masks\augmented_card_01645.png,ref_L1000765_card_01,1,395
augmented_card_01646,r_3,training_data\augmented_data\card_images\augmented_card_01646.jpg,training_data\augmented_data\card_masks\augmented_card_01646.png,ref_L1000765_card_01,1,396
augmented_card_01647,r_3,training_data\augmented_data\card_images\augmented_card_01647.jpg,training_data\augmented_data\card_masks\augmented_card_01647.png,ref_L1000765_card_01,1,397
augmented_card_01648,r_3,training_data\augmented_data\card_images\augmented_card_01648.jpg,training_data\augmented_data\card_masks\augmented_card_01648.png,ref_L1000765_card_01,1,398
augmented_card_01649,r_3,training_data\augmented_data\card_images\augmented_card_01649.jpg,training_data\augmented_data\card_masks\augmented_card_01649.png,ref_L1000765_card_01,1,399
augmented_card_01650,r_3,training_data\augmented_data\card_images\augmented_card_01650.jpg,training_data\augmented_data\card_masks\augmented_card_01650.png,ref_L1000765_card_01,1,400
augmented_card_01651,r_3,training_data\augmented_data\card_images\augmented_card_01651.jpg,training_data\augmented_data\card_masks\augmented_card_01651.png,ref_L1000765_card_01,1,401
augmented_card_01652,r_3,training_data\augmented_data\card_images\augmented_card_01652.jpg,training_data\augmented_data\card_masks\augmented_card_01652.png,ref_L1000765_card_01,1,402
augmented_card_01653,r_3,training_data\augmented_data\card_images\augmented_card_01653.jpg,training_data\augmented_data\card_masks\augmented_card_01653.png,ref_L1000765_card_01,1,403
augmented_card_01654,r_3,training_data\augmented_data\card_images\augmented_card_01654.jpg,training_data\augmented_data\card_masks\augmented_card_01654.png,ref_L1000765_card_01,1,404
augmented_card_01655,r_3,training_data\augmented_data\card_images\augmented_card_01655.jpg,training_data\augmented_data\card_masks\augmented_card_01655.png,ref_L1000765_card_01,1,405
augmented_card_01656,r_3,training_data\augmented_data\card_images\augmented_card_01656.jpg,training_data\augmented_data\card_masks\augmented_card_01656.png,ref_L1000765_card_01,1,406
augmented_card_01657,r_3,training_data\augmented_data\card_images\augmented_card_01657.jpg,training_data\augmented_data\card_masks\augmented_card_01657.png,ref_L1000765_card_01,1,407
augmented_card_01658,r_3,training_data\augmented_data\card_images\augmented_card_01658.jpg,training_data\augmented_data\card_masks\augmented_card_01658.png,ref_L1000765_card_01,1,408
augmented_card_01659,r_3,training_data\augmented_data\card_images\augmented_card_01659.jpg,training_data\augmented_data\card_masks\augmented_card_01659.png,ref_L1000765_card_01,1,409
augmented_card_01660,r_3,training_data\augmented_data\card_images\augmented_card_01660.jpg,training_data\augmented_data\card_masks\augmented_card_01660.png,ref_L1000765_card_01,1,410
augmented_card_01661,r_3,training_data\augmented_data\card_images\augmented_card_01661.jpg,training_data\augmented_data\card_masks\augmented_card_01661.png,ref_L1000765_card_01,1,411
augmented_card_01662,r_3,training_data\augmented_data\card_images\augmented_card_01662.jpg,training_data\augmented_data\card_masks\augmented_card_01662.png,ref_L1000765_card_01,1,412
augmented_card_01663,r_3,training_data\augmented_data\card_images\augmented_card_01663.jpg,training_data\augmented_data\card_masks\augmented_card_01663.png,ref_L1000765_card_01,1,413
augmented_card_01664,r_3,training_data\augmented_data\card_images\augmented_card_01664.jpg,training_data\augmented_data\card_masks\augmented_card_01664.png,ref_L1000765_card_01,1,414
augmented_card_01665,r_3,training_data\augmented_data\card_images\augmented_card_01665.jpg,training_data\augmented_data\card_masks\augmented_card_01665.png,ref_L1000765_card_01,1,415
augmented_card_01666,r_3,training_data\augmented_data\card_images\augmented_card_01666.jpg,training_data\augmented_data\card_masks\augmented_card_01666.png,ref_L1000765_card_01,1,416
augmented_card_01667,r_3,training_data\augmented_data\card_images\augmented_card_01667.jpg,training_data\augmented_data\card_masks\augmented_card_01667.png,ref_L1000765_card_01,1,417
augmented_card_01668,r_3,training_data\augmented_data\card_images\augmented_card_01668.jpg,training_data\augmented_data\card_masks\augmented_card_01668.png,ref_L1000765_card_01,1,418
augmented_card_01669,r_3,training_data\augmented_data\card_images\augmented_card_01669.jpg,training_data\augmented_data\card_masks\augmented_card_01669.png,ref_L1000765_card_01,1,419
augmented_card_01670,r_3,training_data\augmented_data\card_images\augmented_card_01670.jpg,training_data\augmented_data\card_masks\augmented_card_01670.png,ref_L1000765_card_01,1,420
augmented_card_01671,r_3,training_data\augmented_data\card_images\augmented_card_01671.jpg,training_data\augmented_data\card_masks\augmented_card_01671.png,ref_L1000765_card_01,1,421
augmented_card_01672,r_3,training_data\augmented_data\card_images\augmented_card_01672.jpg,training_data\augmented_data\card_masks\augmented_card_01672.png,ref_L1000765_card_01,1,422
augmented_card_01673,r_3,training_data\augmented_data\card_images\augmented_card_01673.jpg,training_data\augmented_data\card_masks\augmented_card_01673.png,ref_L1000765_card_01,1,423
augmented_card_01674,r_3,training_data\augmented_data\card_images\augmented_card_01674.jpg,training_data\augmented_data\card_masks\augmented_card_01674.png,ref_L1000765_card_01,1,424
augmented_card_01675,r_3,training_data\augmented_data\card_images\augmented_card_01675.jpg,training_data\augmented_data\card_masks\augmented_card_01675.png,ref_L1000765_card_01,1,425
augmented_card_01676,r_3,training_data\augmented_data\card_images\augmented_card_01676.jpg,training_data\augmented_data\card_masks\augmented_card_01676.png,ref_L1000765_card_01,1,426
augmented_card_01677,r_3,training_data\augmented_data\card_images\augmented_card_01677.jpg,training_data\augmented_data\card_masks\augmented_card_01677.png,ref_L1000765_card_01,1,427
augmented_card_01678,r_3,training_data\augmented_data\card_images\augmented_card_01678.jpg,training_data\augmented_data\card_masks\augmented_card_01678.png,ref_L1000765_card_01,1,428
augmented_card_01679,r_3,training_data\augmented_data\card_images\augmented_card_01679.jpg,training_data\augmented_data\card_masks\augmented_card_01679.png,ref_L1000765_card_01,1,429
augmented_card_01680,r_3,training_data\augmented_data\card_images\augmented_card_01680.jpg,training_data\augmented_data\card_masks\augmented_card_01680.png,ref_L1000765_card_01,1,430
augmented_card_01681,r_3,training_data\augmented_data\card_images\augmented_card_01681.jpg,training_data\augmented_data\card_masks\augmented_card_01681.png,ref_L1000765_card_01,1,431
augmented_card_01682,r_3,training_data\augmented_data\card_images\augmented_card_01682.jpg,training_data\augmented_data\card_masks\augmented_card_01682.png,ref_L1000765_card_01,1,432
augmented_card_01683,r_3,training_data\augmented_data\card_images\augmented_card_01683.jpg,training_data\augmented_data\card_masks\augmented_card_01683.png,ref_L1000765_card_01,1,433
augmented_card_01684,r_3,training_data\augmented_data\card_images\augmented_card_01684.jpg,training_data\augmented_data\card_masks\augmented_card_01684.png,ref_L1000765_card_01,1,434
augmented_card_01685,r_3,training_data\augmented_data\card_images\augmented_card_01685.jpg,training_data\augmented_data\card_masks\augmented_card_01685.png,ref_L1000765_card_01,1,435
augmented_card_01686,r_3,training_data\augmented_data\card_images\augmented_card_01686.jpg,training_data\augmented_data\card_masks\augmented_card_01686.png,ref_L1000765_card_01,1,436
augmented_card_01687,r_3,training_data\augmented_data\card_images\augmented_card_01687.jpg,training_data\augmented_data\card_masks\augmented_card_01687.png,ref_L1000765_card_01,1,437
augmented_card_01688,r_3,training_data\augmented_data\card_images\augmented_card_01688.jpg,training_data\augmented_data\card_masks\augmented_card_01688.png,ref_L1000765_card_01,1,438
augmented_card_01689,r_3,training_data\augmented_data\card_images\augmented_card_01689.jpg,training_data\augmented_data\card_masks\augmented_card_01689.png,ref_L1000765_card_01,1,439
augmented_card_01690,r_3,training_data\augmented_data\card_images\augmented_card_01690.jpg,training_data\augmented_data\card_masks\augmented_card_01690.png,ref_L1000765_card_01,1,440
augmented_card_01691,r_3,training_data\augmented_data\card_images\augmented_card_01691.jpg,training_data\augmented_data\card_masks\augmented_card_01691.png,ref_L1000765_card_01,1,441
augmented_card_01692,r_3,training_data\augmented_data\card_images\augmented_card_01692.jpg,training_data\augmented_data\card_masks\augmented_card_01692.png,ref_L1000765_card_01,1,442
augmented_card_01693,r_3,training_data\augmented_data\card_images\augmented_card_01693.jpg,training_data\augmented_data\card_masks\augmented_card_01693.png,ref_L1000765_card_01,1,443
augmented_card_01694,r_3,training_data\augmented_data\card_images\augmented_card_01694.jpg,training_data\augmented_data\card_masks\augmented_card_01694.png,ref_L1000765_card_01,1,444
augmented_card_01695,r_3,training_data\augmented_data\card_images\augmented_card_01695.jpg,training_data\augmented_data\card_masks\augmented_card_01695.png,ref_L1000765_card_01,1,445
augmented_card_01696,r_3,training_data\augmented_data\card_images\augmented_card_01696.jpg,training_data\augmented_data\card_masks\augmented_card_01696.png,ref_L1000765_card_01,1,446
augmented_card_01697,r_3,training_data\augmented_data\card_images\augmented_card_01697.jpg,training_data\augmented_data\card_masks\augmented_card_01697.png,ref_L1000765_card_01,1,447
augmented_card_01698,r_3,training_data\augmented_data\card_images\augmented_card_01698.jpg,training_data\augmented_data\card_masks\augmented_card_01698.png,ref_L1000765_card_01,1,448
augmented_card_01699,r_3,training_data\augmented_data\card_images\augmented_card_01699.jpg,training_data\augmented_data\card_masks\augmented_card_01699.png,ref_L1000765_card_01,1,449
augmented_card_01700,r_3,training_data\augmented_data\card_images\augmented_card_01700.jpg,training_data\augmented_data\card_masks\augmented_card_01700.png,ref_L1000765_card_01,1,450
augmented_card_01701,r_3,training_data\augmented_data\card_images\augmented_card_01701.jpg,training_data\augmented_data\card_masks\augmented_card_01701.png,ref_L1000765_card_01,1,451
augmented_card_01702,r_3,training_data\augmented_data\card_images\augmented_card_01702.jpg,training_data\augmented_data\card_masks\augmented_card_01702.png,ref_L1000765_card_01,1,452
augmented_card_01703,r_3,training_data\augmented_data\card_images\augmented_card_01703.jpg,training_data\augmented_data\card_masks\augmented_card_01703.png,ref_L1000765_card_01,1,453
augmented_card_01704,r_3,training_data\augmented_data\card_images\augmented_card_01704.jpg,training_data\augmented_data\card_masks\augmented_card_01704.png,ref_L1000765_card_01,1,454
augmented_card_01705,r_3,training_data\augmented_data\card_images\augmented_card_01705.jpg,training_data\augmented_data\card_masks\augmented_card_01705.png,ref_L1000765_card_01,1,455
augmented_card_01706,r_3,training_data\augmented_data\card_images\augmented_card_01706.jpg,training_data\augmented_data\card_masks\augmented_card_01706.png,ref_L1000765_card_01,1,456
augmented_card_01707,r_3,training_data\augmented_data\card_images\augmented_card_01707.jpg,training_data\augmented_data\card_masks\augmented_card_01707.png,ref_L1000765_card_01,1,457
augmented_card_01708,r_3,training_data\augmented_data\card_images\augmented_card_01708.jpg,training_data\augmented_data\card_masks\augmented_card_01708.png,ref_L1000765_card_01,1,458
augmented_card_01709,r_3,training_data\augmented_data\card_images\augmented_card_01709.jpg,training_data\augmented_data\card_masks\augmented_card_01709.png,ref_L1000765_card_01,1,459
augmented_card_01710,r_3,training_data\augmented_data\card_images\augmented_card_01710.jpg,training_data\augmented_data\card_masks\augmented_card_01710.png,ref_L1000765_card_01,1,460
augmented_card_01711,r_3,training_data\augmented_data\card_images\augmented_card_01711.jpg,training_data\augmented_data\card_masks\augmented_card_01711.png,ref_L1000765_card_01,1,461
augmented_card_01712,r_3,training_data\augmented_data\card_images\augmented_card_01712.jpg,training_data\augmented_data\card_masks\augmented_card_01712.png,ref_L1000765_card_01,1,462
augmented_card_01713,r_3,training_data\augmented_data\card_images\augmented_card_01713.jpg,training_data\augmented_data\card_masks\augmented_card_01713.png,ref_L1000765_card_01,1,463
augmented_card_01714,r_3,training_data\augmented_data\card_images\augmented_card_01714.jpg,training_data\augmented_data\card_masks\augmented_card_01714.png,ref_L1000765_card_01,1,464
augmented_card_01715,r_3,training_data\augmented_data\card_images\augmented_card_01715.jpg,training_data\augmented_data\card_masks\augmented_card_01715.png,ref_L1000765_card_01,1,465
augmented_card_01716,r_3,training_data\augmented_data\card_images\augmented_card_01716.jpg,training_data\augmented_data\card_masks\augmented_card_01716.png,ref_L1000765_card_01,1,466
augmented_card_01717,r_3,training_data\augmented_data\card_images\augmented_card_01717.jpg,training_data\augmented_data\card_masks\augmented_card_01717.png,ref_L1000765_card_01,1,467
augmented_card_01718,r_3,training_data\augmented_data\card_images\augmented_card_01718.jpg,training_data\augmented_data\card_masks\augmented_card_01718.png,ref_L1000765_card_01,1,468
augmented_card_01719,r_3,training_data\augmented_data\card_images\augmented_card_01719.jpg,training_data\augmented_data\card_masks\augmented_card_01719.png,ref_L1000765_card_01,1,469
