image_id,card,mask_path
aug_05921,r_7,project/training_data/training_masks/augmented_cards/aug_05921.png
aug_05922,b_7,project/training_data/training_masks/augmented_cards/aug_05922.png
aug_05923,g_7,project/training_data/training_masks/augmented_cards/aug_05923.png
aug_05924,y_reverse,project/training_data/training_masks/augmented_cards/aug_05924.png
aug_05925,r_reverse,project/training_data/training_masks/augmented_cards/aug_05925.png
aug_05926,b_reverse,project/training_data/training_masks/augmented_cards/aug_05926.png
aug_05927,g_reverse,project/training_data/training_masks/augmented_cards/aug_05927.png
aug_05928,y_skip,project/training_data/training_masks/augmented_cards/aug_05928.png
aug_05929,r_skip,project/training_data/training_masks/augmented_cards/aug_05929.png
aug_05930,b_skip,project/training_data/training_masks/augmented_cards/aug_05930.png
aug_05931,g_skip,project/training_data/training_masks/augmented_cards/aug_05931.png
aug_05932,y_draw_2,project/training_data/training_masks/augmented_cards/aug_05932.png
aug_05933,r_draw_2,project/training_data/training_masks/augmented_cards/aug_05933.png
aug_05934,b_draw_2,project/training_data/training_masks/augmented_cards/aug_05934.png
aug_05935,g_draw_2,project/training_data/training_masks/augmented_cards/aug_05935.png
aug_05936,y_0,project/training_data/training_masks/augmented_cards/aug_05936.png
aug_05937,r_0,project/training_data/training_masks/augmented_cards/aug_05937.png
aug_05938,b_0,project/training_data/training_masks/augmented_cards/aug_05938.png
aug_05939,g_0,project/training_data/training_masks/augmented_cards/aug_05939.png
aug_05940,y_3,project/training_data/training_masks/augmented_cards/aug_05940.png
aug_05941,r_3,project/training_data/training_masks/augmented_cards/aug_05941.png
aug_05942,b_3,project/training_data/training_masks/augmented_cards/aug_05942.png
aug_05943,g_3,project/training_data/training_masks/augmented_cards/aug_05943.png
aug_05944,y_2,project/training_data/training_masks/augmented_cards/aug_05944.png
aug_05945,r_2,project/training_data/training_masks/augmented_cards/aug_05945.png
aug_05946,b_2,project/training_data/training_masks/augmented_cards/aug_05946.png
aug_05947,g_2,project/training_data/training_masks/augmented_cards/aug_05947.png
aug_05948,y_1,project/training_data/training_masks/augmented_cards/aug_05948.png
aug_05949,r_1,project/training_data/training_masks/augmented_cards/aug_05949.png
aug_05950,b_1,project/training_data/training_masks/augmented_cards/aug_05950.png
aug_05951,g_1,project/training_data/training_masks/augmented_cards/aug_05951.png
aug_05952,y_6,project/training_data/training_masks/augmented_cards/aug_05952.png
aug_05953,r_6,project/training_data/training_masks/augmented_cards/aug_05953.png
aug_05954,b_6,project/training_data/training_masks/augmented_cards/aug_05954.png
aug_05955,g_6,project/training_data/training_masks/augmented_cards/aug_05955.png
aug_05956,y_5,project/training_data/training_masks/augmented_cards/aug_05956.png
aug_05957,r_5,project/training_data/training_masks/augmented_cards/aug_05957.png
aug_05958,b_5,project/training_data/training_masks/augmented_cards/aug_05958.png
aug_05959,g_5,project/training_data/training_masks/augmented_cards/aug_05959.png
aug_05960,y_4,project/training_data/training_masks/augmented_cards/aug_05960.png
aug_05961,r_4,project/training_data/training_masks/augmented_cards/aug_05961.png
aug_05962,b_4,project/training_data/training_masks/augmented_cards/aug_05962.png
aug_05963,g_4,project/training_data/training_masks/augmented_cards/aug_05963.png
aug_05964,draw_4,project/training_data/training_masks/augmented_cards/aug_05964.png
aug_05965,y_9,project/training_data/training_masks/augmented_cards/aug_05965.png
aug_05966,r_9,project/training_data/training_masks/augmented_cards/aug_05966.png
aug_05967,b_9,project/training_data/training_masks/augmented_cards/aug_05967.png
aug_05968,g_9,project/training_data/training_masks/augmented_cards/aug_05968.png
aug_05969,y_8,project/training_data/training_masks/augmented_cards/aug_05969.png
aug_05970,r_8,project/training_data/training_masks/augmented_cards/aug_05970.png
aug_05971,b_8,project/training_data/training_masks/augmented_cards/aug_05971.png
aug_05972,g_8,project/training_data/training_masks/augmented_cards/aug_05972.png
aug_05973,wild,project/training_data/training_masks/augmented_cards/aug_05973.png
aug_05974,y_7,project/training_data/training_masks/augmented_cards/aug_05974.png
aug_05975,r_7,project/training_data/training_masks/augmented_cards/aug_05975.png
aug_05976,b_7,project/training_data/training_masks/augmented_cards/aug_05976.png
aug_05977,g_7,project/training_data/training_masks/augmented_cards/aug_05977.png
aug_05978,y_reverse,project/training_data/training_masks/augmented_cards/aug_05978.png
aug_05979,r_reverse,project/training_data/training_masks/augmented_cards/aug_05979.png
aug_05980,b_reverse,project/training_data/training_masks/augmented_cards/aug_05980.png
aug_05981,g_reverse,project/training_data/training_masks/augmented_cards/aug_05981.png
aug_05982,y_skip,project/training_data/training_masks/augmented_cards/aug_05982.png
aug_05983,r_skip,project/training_data/training_masks/augmented_cards/aug_05983.png
aug_05984,b_skip,project/training_data/training_masks/augmented_cards/aug_05984.png
aug_05985,g_skip,project/training_data/training_masks/augmented_cards/aug_05985.png
aug_05986,y_draw_2,project/training_data/training_masks/augmented_cards/aug_05986.png
aug_05987,r_draw_2,project/training_data/training_masks/augmented_cards/aug_05987.png
aug_05988,b_draw_2,project/training_data/training_masks/augmented_cards/aug_05988.png
aug_05989,g_draw_2,project/training_data/training_masks/augmented_cards/aug_05989.png
aug_05990,y_0,project/training_data/training_masks/augmented_cards/aug_05990.png
aug_05991,r_0,project/training_data/training_masks/augmented_cards/aug_05991.png
aug_05992,b_0,project/training_data/training_masks/augmented_cards/aug_05992.png
aug_05993,g_0,project/training_data/training_masks/augmented_cards/aug_05993.png
aug_05994,y_3,project/training_data/training_masks/augmented_cards/aug_05994.png
aug_05995,r_3,project/training_data/training_masks/augmented_cards/aug_05995.png
aug_05996,b_3,project/training_data/training_masks/augmented_cards/aug_05996.png
aug_05997,g_3,project/training_data/training_masks/augmented_cards/aug_05997.png
aug_05998,y_2,project/training_data/training_masks/augmented_cards/aug_05998.png
aug_05999,r_2,project/training_data/training_masks/augmented_cards/aug_05999.png
aug_06000,b_2,project/training_data/training_masks/augmented_cards/aug_06000.png
aug_06001,g_2,project/training_data/training_masks/augmented_cards/aug_06001.png
aug_06002,y_1,project/training_data/training_masks/augmented_cards/aug_06002.png
aug_06003,r_1,project/training_data/training_masks/augmented_cards/aug_06003.png
aug_06004,b_1,project/training_data/training_masks/augmented_cards/aug_06004.png
aug_06005,g_1,project/training_data/training_masks/augmented_cards/aug_06005.png
aug_06006,y_6,project/training_data/training_masks/augmented_cards/aug_06006.png
aug_06007,r_6,project/training_data/training_masks/augmented_cards/aug_06007.png
aug_06008,b_6,project/training_data/training_masks/augmented_cards/aug_06008.png
aug_06009,g_6,project/training_data/training_masks/augmented_cards/aug_06009.png
aug_06010,y_5,project/training_data/training_masks/augmented_cards/aug_06010.png
aug_06011,r_5,project/training_data/training_masks/augmented_cards/aug_06011.png
aug_06012,b_5,project/training_data/training_masks/augmented_cards/aug_06012.png
aug_06013,g_5,project/training_data/training_masks/augmented_cards/aug_06013.png
aug_06014,y_4,project/training_data/training_masks/augmented_cards/aug_06014.png
aug_06015,r_4,project/training_data/training_masks/augmented_cards/aug_06015.png
aug_06016,b_4,project/training_data/training_masks/augmented_cards/aug_06016.png
aug_06017,g_4,project/training_data/training_masks/augmented_cards/aug_06017.png
aug_06018,draw_4,project/training_data/training_masks/augmented_cards/aug_06018.png
aug_06019,y_9,project/training_data/training_masks/augmented_cards/aug_06019.png
aug_06020,r_9,project/training_data/training_masks/augmented_cards/aug_06020.png
aug_06021,b_9,project/training_data/training_masks/augmented_cards/aug_06021.png
aug_06022,g_9,project/training_data/training_masks/augmented_cards/aug_06022.png
aug_06023,y_8,project/training_data/training_masks/augmented_cards/aug_06023.png
aug_06024,r_8,project/training_data/training_masks/augmented_cards/aug_06024.png
aug_06025,b_8,project/training_data/training_masks/augmented_cards/aug_06025.png
aug_06026,g_8,project/training_data/training_masks/augmented_cards/aug_06026.png
aug_06027,wild,project/training_data/training_masks/augmented_cards/aug_06027.png
aug_06028,y_7,project/training_data/training_masks/augmented_cards/aug_06028.png
aug_06029,r_7,project/training_data/training_masks/augmented_cards/aug_06029.png
aug_06030,b_7,project/training_data/training_masks/augmented_cards/aug_06030.png
aug_06031,g_7,project/training_data/training_masks/augmented_cards/aug_06031.png
aug_06032,y_reverse,project/training_data/training_masks/augmented_cards/aug_06032.png
aug_06033,r_reverse,project/training_data/training_masks/augmented_cards/aug_06033.png
aug_06034,b_reverse,project/training_data/training_masks/augmented_cards/aug_06034.png
aug_06035,g_reverse,project/training_data/training_masks/augmented_cards/aug_06035.png
aug_06036,y_skip,project/training_data/training_masks/augmented_cards/aug_06036.png
aug_06037,r_skip,project/training_data/training_masks/augmented_cards/aug_06037.png
aug_06038,b_skip,project/training_data/training_masks/augmented_cards/aug_06038.png
aug_06039,g_skip,project/training_data/training_masks/augmented_cards/aug_06039.png
aug_06040,y_draw_2,project/training_data/training_masks/augmented_cards/aug_06040.png
aug_06041,r_draw_2,project/training_data/training_masks/augmented_cards/aug_06041.png
aug_06042,b_draw_2,project/training_data/training_masks/augmented_cards/aug_06042.png
aug_06043,g_draw_2,project/training_data/training_masks/augmented_cards/aug_06043.png
aug_06044,y_0,project/training_data/training_masks/augmented_cards/aug_06044.png
aug_06045,r_0,project/training_data/training_masks/augmented_cards/aug_06045.png
aug_06046,b_0,project/training_data/training_masks/augmented_cards/aug_06046.png
aug_06047,g_0,project/training_data/training_masks/augmented_cards/aug_06047.png
aug_06048,y_3,project/training_data/training_masks/augmented_cards/aug_06048.png
aug_06049,r_3,project/training_data/training_masks/augmented_cards/aug_06049.png
aug_06050,b_3,project/training_data/training_masks/augmented_cards/aug_06050.png
aug_06051,g_3,project/training_data/training_masks/augmented_cards/aug_06051.png
aug_06052,y_2,project/training_data/training_masks/augmented_cards/aug_06052.png
aug_06053,r_2,project/training_data/training_masks/augmented_cards/aug_06053.png
aug_06054,b_2,project/training_data/training_masks/augmented_cards/aug_06054.png
aug_06055,g_2,project/training_data/training_masks/augmented_cards/aug_06055.png
aug_06056,y_1,project/training_data/training_masks/augmented_cards/aug_06056.png
aug_06057,r_1,project/training_data/training_masks/augmented_cards/aug_06057.png
aug_06058,b_1,project/training_data/training_masks/augmented_cards/aug_06058.png
aug_06059,g_1,project/training_data/training_masks/augmented_cards/aug_06059.png
aug_06060,y_6,project/training_data/training_masks/augmented_cards/aug_06060.png
aug_06061,r_6,project/training_data/training_masks/augmented_cards/aug_06061.png
aug_06062,b_6,project/training_data/training_masks/augmented_cards/aug_06062.png
aug_06063,g_6,project/training_data/training_masks/augmented_cards/aug_06063.png
aug_06064,y_5,project/training_data/training_masks/augmented_cards/aug_06064.png
aug_06065,r_5,project/training_data/training_masks/augmented_cards/aug_06065.png
aug_06066,b_5,project/training_data/training_masks/augmented_cards/aug_06066.png
aug_06067,g_5,project/training_data/training_masks/augmented_cards/aug_06067.png
aug_06068,y_4,project/training_data/training_masks/augmented_cards/aug_06068.png
aug_06069,r_4,project/training_data/training_masks/augmented_cards/aug_06069.png
aug_06070,b_4,project/training_data/training_masks/augmented_cards/aug_06070.png
aug_06071,g_4,project/training_data/training_masks/augmented_cards/aug_06071.png
aug_06072,draw_4,project/training_data/training_masks/augmented_cards/aug_06072.png
aug_06073,y_9,project/training_data/training_masks/augmented_cards/aug_06073.png
aug_06074,r_9,project/training_data/training_masks/augmented_cards/aug_06074.png
aug_06075,b_9,project/training_data/training_masks/augmented_cards/aug_06075.png
aug_06076,g_9,project/training_data/training_masks/augmented_cards/aug_06076.png
aug_06077,y_8,project/training_data/training_masks/augmented_cards/aug_06077.png
aug_06078,r_8,project/training_data/training_masks/augmented_cards/aug_06078.png
aug_06079,b_8,project/training_data/training_masks/augmented_cards/aug_06079.png
aug_06080,g_8,project/training_data/training_masks/augmented_cards/aug_06080.png
aug_06081,wild,project/training_data/training_masks/augmented_cards/aug_06081.png
aug_06082,y_7,project/training_data/training_masks/augmented_cards/aug_06082.png
aug_06083,r_7,project/training_data/training_masks/augmented_cards/aug_06083.png
aug_06084,b_7,project/training_data/training_masks/augmented_cards/aug_06084.png
aug_06085,g_7,project/training_data/training_masks/augmented_cards/aug_06085.png
aug_06086,y_reverse,project/training_data/training_masks/augmented_cards/aug_06086.png
aug_06087,r_reverse,project/training_data/training_masks/augmented_cards/aug_06087.png
aug_06088,b_reverse,project/training_data/training_masks/augmented_cards/aug_06088.png
aug_06089,g_reverse,project/training_data/training_masks/augmented_cards/aug_06089.png
aug_06090,y_skip,project/training_data/training_masks/augmented_cards/aug_06090.png
aug_06091,r_skip,project/training_data/training_masks/augmented_cards/aug_06091.png
aug_06092,b_skip,project/training_data/training_masks/augmented_cards/aug_06092.png
aug_06093,g_skip,project/training_data/training_masks/augmented_cards/aug_06093.png
aug_06094,y_draw_2,project/training_data/training_masks/augmented_cards/aug_06094.png
aug_06095,r_draw_2,project/training_data/training_masks/augmented_cards/aug_06095.png
aug_06096,b_draw_2,project/training_data/training_masks/augmented_cards/aug_06096.png
aug_06097,g_draw_2,project/training_data/training_masks/augmented_cards/aug_06097.png
aug_06098,y_0,project/training_data/training_masks/augmented_cards/aug_06098.png
aug_06099,r_0,project/training_data/training_masks/augmented_cards/aug_06099.png
aug_06100,b_0,project/training_data/training_masks/augmented_cards/aug_06100.png
aug_06101,g_0,project/training_data/training_masks/augmented_cards/aug_06101.png
aug_06102,y_3,project/training_data/training_masks/augmented_cards/aug_06102.png
aug_06103,r_3,project/training_data/training_masks/augmented_cards/aug_06103.png
aug_06104,b_3,project/training_data/training_masks/augmented_cards/aug_06104.png
aug_06105,g_3,project/training_data/training_masks/augmented_cards/aug_06105.png
aug_06106,y_2,project/training_data/training_masks/augmented_cards/aug_06106.png
aug_06107,r_2,project/training_data/training_masks/augmented_cards/aug_06107.png
aug_06108,b_2,project/training_data/training_masks/augmented_cards/aug_06108.png
aug_06109,g_2,project/training_data/training_masks/augmented_cards/aug_06109.png
aug_06110,y_1,project/training_data/training_masks/augmented_cards/aug_06110.png
aug_06111,r_1,project/training_data/training_masks/augmented_cards/aug_06111.png
aug_06112,b_1,project/training_data/training_masks/augmented_cards/aug_06112.png
aug_06113,g_1,project/training_data/training_masks/augmented_cards/aug_06113.png
aug_06114,y_6,project/training_data/training_masks/augmented_cards/aug_06114.png
aug_06115,r_6,project/training_data/training_masks/augmented_cards/aug_06115.png
aug_06116,b_6,project/training_data/training_masks/augmented_cards/aug_06116.png
aug_06117,g_6,project/training_data/training_masks/augmented_cards/aug_06117.png
aug_06118,y_5,project/training_data/training_masks/augmented_cards/aug_06118.png
aug_06119,r_5,project/training_data/training_masks/augmented_cards/aug_06119.png
aug_06120,b_5,project/training_data/training_masks/augmented_cards/aug_06120.png
aug_06121,g_5,project/training_data/training_masks/augmented_cards/aug_06121.png
aug_06122,y_4,project/training_data/training_masks/augmented_cards/aug_06122.png
aug_06123,r_4,project/training_data/training_masks/augmented_cards/aug_06123.png
aug_06124,b_4,project/training_data/training_masks/augmented_cards/aug_06124.png
aug_06125,g_4,project/training_data/training_masks/augmented_cards/aug_06125.png
aug_06126,draw_4,project/training_data/training_masks/augmented_cards/aug_06126.png
aug_06127,y_9,project/training_data/training_masks/augmented_cards/aug_06127.png
aug_06128,r_9,project/training_data/training_masks/augmented_cards/aug_06128.png
aug_06129,b_9,project/training_data/training_masks/augmented_cards/aug_06129.png
aug_06130,g_9,project/training_data/training_masks/augmented_cards/aug_06130.png
aug_06131,y_8,project/training_data/training_masks/augmented_cards/aug_06131.png
aug_06132,r_8,project/training_data/training_masks/augmented_cards/aug_06132.png
aug_06133,b_8,project/training_data/training_masks/augmented_cards/aug_06133.png
aug_06134,g_8,project/training_data/training_masks/augmented_cards/aug_06134.png
aug_06135,wild,project/training_data/training_masks/augmented_cards/aug_06135.png
aug_06136,y_7,project/training_data/training_masks/augmented_cards/aug_06136.png
aug_06137,r_7,project/training_data/training_masks/augmented_cards/aug_06137.png
aug_06138,b_7,project/training_data/training_masks/augmented_cards/aug_06138.png
aug_06139,g_7,project/training_data/training_masks/augmented_cards/aug_06139.png
aug_06140,y_reverse,project/training_data/training_masks/augmented_cards/aug_06140.png
aug_06141,r_reverse,project/training_data/training_masks/augmented_cards/aug_06141.png
aug_06142,b_reverse,project/training_data/training_masks/augmented_cards/aug_06142.png
aug_06143,g_reverse,project/training_data/training_masks/augmented_cards/aug_06143.png
aug_06144,y_skip,project/training_data/training_masks/augmented_cards/aug_06144.png
aug_06145,r_skip,project/training_data/training_masks/augmented_cards/aug_06145.png
aug_06146,b_skip,project/training_data/training_masks/augmented_cards/aug_06146.png
aug_06147,g_skip,project/training_data/training_masks/augmented_cards/aug_06147.png
aug_06148,y_draw_2,project/training_data/training_masks/augmented_cards/aug_06148.png
aug_06149,r_draw_2,project/training_data/training_masks/augmented_cards/aug_06149.png
aug_06150,b_draw_2,project/training_data/training_masks/augmented_cards/aug_06150.png
aug_06151,g_draw_2,project/training_data/training_masks/augmented_cards/aug_06151.png
aug_06152,y_0,project/training_data/training_masks/augmented_cards/aug_06152.png
aug_06153,r_0,project/training_data/training_masks/augmented_cards/aug_06153.png
aug_06154,b_0,project/training_data/training_masks/augmented_cards/aug_06154.png
aug_06155,g_0,project/training_data/training_masks/augmented_cards/aug_06155.png
aug_06156,y_3,project/training_data/training_masks/augmented_cards/aug_06156.png
aug_06157,r_3,project/training_data/training_masks/augmented_cards/aug_06157.png
aug_06158,b_3,project/training_data/training_masks/augmented_cards/aug_06158.png
aug_06159,g_3,project/training_data/training_masks/augmented_cards/aug_06159.png
aug_06160,y_2,project/training_data/training_masks/augmented_cards/aug_06160.png
aug_06161,r_2,project/training_data/training_masks/augmented_cards/aug_06161.png
aug_06162,b_2,project/training_data/training_masks/augmented_cards/aug_06162.png
aug_06163,g_2,project/training_data/training_masks/augmented_cards/aug_06163.png
aug_06164,y_1,project/training_data/training_masks/augmented_cards/aug_06164.png
aug_06165,r_1,project/training_data/training_masks/augmented_cards/aug_06165.png
aug_06166,b_1,project/training_data/training_masks/augmented_cards/aug_06166.png
aug_06167,g_1,project/training_data/training_masks/augmented_cards/aug_06167.png
aug_06168,y_6,project/training_data/training_masks/augmented_cards/aug_06168.png
aug_06169,r_6,project/training_data/training_masks/augmented_cards/aug_06169.png
aug_06170,b_6,project/training_data/training_masks/augmented_cards/aug_06170.png
aug_06171,g_6,project/training_data/training_masks/augmented_cards/aug_06171.png
aug_06172,y_5,project/training_data/training_masks/augmented_cards/aug_06172.png
aug_06173,r_5,project/training_data/training_masks/augmented_cards/aug_06173.png
aug_06174,b_5,project/training_data/training_masks/augmented_cards/aug_06174.png
aug_06175,g_5,project/training_data/training_masks/augmented_cards/aug_06175.png
aug_06176,y_4,project/training_data/training_masks/augmented_cards/aug_06176.png
aug_06177,r_4,project/training_data/training_masks/augmented_cards/aug_06177.png
aug_06178,b_4,project/training_data/training_masks/augmented_cards/aug_06178.png
aug_06179,g_4,project/training_data/training_masks/augmented_cards/aug_06179.png
aug_06180,draw_4,project/training_data/training_masks/augmented_cards/aug_06180.png
aug_06181,y_9,project/training_data/training_masks/augmented_cards/aug_06181.png
aug_06182,r_9,project/training_data/training_masks/augmented_cards/aug_06182.png
aug_06183,b_9,project/training_data/training_masks/augmented_cards/aug_06183.png
aug_06184,g_9,project/training_data/training_masks/augmented_cards/aug_06184.png
aug_06185,y_8,project/training_data/training_masks/augmented_cards/aug_06185.png
aug_06186,r_8,project/training_data/training_masks/augmented_cards/aug_06186.png
aug_06187,b_8,project/training_data/training_masks/augmented_cards/aug_06187.png
aug_06188,g_8,project/training_data/training_masks/augmented_cards/aug_06188.png
aug_06189,wild,project/training_data/training_masks/augmented_cards/aug_06189.png
aug_06190,y_7,project/training_data/training_masks/augmented_cards/aug_06190.png
aug_06191,r_7,project/training_data/training_masks/augmented_cards/aug_06191.png
aug_06192,b_7,project/training_data/training_masks/augmented_cards/aug_06192.png
aug_06193,g_7,project/training_data/training_masks/augmented_cards/aug_06193.png
aug_06194,y_reverse,project/training_data/training_masks/augmented_cards/aug_06194.png
aug_06195,r_reverse,project/training_data/training_masks/augmented_cards/aug_06195.png
aug_06196,b_reverse,project/training_data/training_masks/augmented_cards/aug_06196.png
aug_06197,g_reverse,project/training_data/training_masks/augmented_cards/aug_06197.png
aug_06198,y_skip,project/training_data/training_masks/augmented_cards/aug_06198.png
aug_06199,r_skip,project/training_data/training_masks/augmented_cards/aug_06199.png
aug_06200,b_skip,project/training_data/training_masks/augmented_cards/aug_06200.png
aug_06201,g_skip,project/training_data/training_masks/augmented_cards/aug_06201.png
aug_06202,y_draw_2,project/training_data/training_masks/augmented_cards/aug_06202.png
aug_06203,r_draw_2,project/training_data/training_masks/augmented_cards/aug_06203.png
aug_06204,b_draw_2,project/training_data/training_masks/augmented_cards/aug_06204.png
aug_06205,g_draw_2,project/training_data/training_masks/augmented_cards/aug_06205.png
aug_06206,y_0,project/training_data/training_masks/augmented_cards/aug_06206.png
aug_06207,r_0,project/training_data/training_masks/augmented_cards/aug_06207.png
aug_06208,b_0,project/training_data/training_masks/augmented_cards/aug_06208.png
aug_06209,g_0,project/training_data/training_masks/augmented_cards/aug_06209.png
aug_06210,y_3,project/training_data/training_masks/augmented_cards/aug_06210.png
aug_06211,r_3,project/training_data/training_masks/augmented_cards/aug_06211.png
aug_06212,b_3,project/training_data/training_masks/augmented_cards/aug_06212.png
aug_06213,g_3,project/training_data/training_masks/augmented_cards/aug_06213.png
aug_06214,y_2,project/training_data/training_masks/augmented_cards/aug_06214.png
aug_06215,r_2,project/training_data/training_masks/augmented_cards/aug_06215.png
aug_06216,b_2,project/training_data/training_masks/augmented_cards/aug_06216.png
aug_06217,g_2,project/training_data/training_masks/augmented_cards/aug_06217.png
aug_06218,y_1,project/training_data/training_masks/augmented_cards/aug_06218.png
aug_06219,r_1,project/training_data/training_masks/augmented_cards/aug_06219.png
aug_06220,b_1,project/training_data/training_masks/augmented_cards/aug_06220.png
aug_06221,g_1,project/training_data/training_masks/augmented_cards/aug_06221.png
aug_06222,y_6,project/training_data/training_masks/augmented_cards/aug_06222.png
aug_06223,r_6,project/training_data/training_masks/augmented_cards/aug_06223.png
aug_06224,b_6,project/training_data/training_masks/augmented_cards/aug_06224.png
aug_06225,g_6,project/training_data/training_masks/augmented_cards/aug_06225.png
aug_06226,y_5,project/training_data/training_masks/augmented_cards/aug_06226.png
aug_06227,r_5,project/training_data/training_masks/augmented_cards/aug_06227.png
aug_06228,b_5,project/training_data/training_masks/augmented_cards/aug_06228.png
aug_06229,g_5,project/training_data/training_masks/augmented_cards/aug_06229.png
aug_06230,y_4,project/training_data/training_masks/augmented_cards/aug_06230.png
aug_06231,r_4,project/training_data/training_masks/augmented_cards/aug_06231.png
aug_06232,b_4,project/training_data/training_masks/augmented_cards/aug_06232.png
aug_06233,g_4,project/training_data/training_masks/augmented_cards/aug_06233.png
aug_06234,draw_4,project/training_data/training_masks/augmented_cards/aug_06234.png
aug_06235,y_9,project/training_data/training_masks/augmented_cards/aug_06235.png
aug_06236,r_9,project/training_data/training_masks/augmented_cards/aug_06236.png
aug_06237,b_9,project/training_data/training_masks/augmented_cards/aug_06237.png
aug_06238,g_9,project/training_data/training_masks/augmented_cards/aug_06238.png
aug_06239,y_8,project/training_data/training_masks/augmented_cards/aug_06239.png
aug_06240,r_8,project/training_data/training_masks/augmented_cards/aug_06240.png
aug_06241,b_8,project/training_data/training_masks/augmented_cards/aug_06241.png
aug_06242,g_8,project/training_data/training_masks/augmented_cards/aug_06242.png
aug_06243,wild,project/training_data/training_masks/augmented_cards/aug_06243.png
aug_06244,y_7,project/training_data/training_masks/augmented_cards/aug_06244.png
aug_06245,r_7,project/training_data/training_masks/augmented_cards/aug_06245.png
aug_06246,b_7,project/training_data/training_masks/augmented_cards/aug_06246.png
aug_06247,g_7,project/training_data/training_masks/augmented_cards/aug_06247.png
aug_06248,y_reverse,project/training_data/training_masks/augmented_cards/aug_06248.png
aug_06249,r_reverse,project/training_data/training_masks/augmented_cards/aug_06249.png
aug_06250,b_reverse,project/training_data/training_masks/augmented_cards/aug_06250.png
aug_06251,g_reverse,project/training_data/training_masks/augmented_cards/aug_06251.png
aug_06252,y_skip,project/training_data/training_masks/augmented_cards/aug_06252.png
aug_06253,r_skip,project/training_data/training_masks/augmented_cards/aug_06253.png
aug_06254,b_skip,project/training_data/training_masks/augmented_cards/aug_06254.png
aug_06255,g_skip,project/training_data/training_masks/augmented_cards/aug_06255.png
aug_06256,y_draw_2,project/training_data/training_masks/augmented_cards/aug_06256.png
aug_06257,r_draw_2,project/training_data/training_masks/augmented_cards/aug_06257.png
aug_06258,b_draw_2,project/training_data/training_masks/augmented_cards/aug_06258.png
aug_06259,g_draw_2,project/training_data/training_masks/augmented_cards/aug_06259.png
aug_06260,y_0,project/training_data/training_masks/augmented_cards/aug_06260.png
aug_06261,r_0,project/training_data/training_masks/augmented_cards/aug_06261.png
aug_06262,b_0,project/training_data/training_masks/augmented_cards/aug_06262.png
aug_06263,g_0,project/training_data/training_masks/augmented_cards/aug_06263.png
aug_06264,y_3,project/training_data/training_masks/augmented_cards/aug_06264.png
aug_06265,r_3,project/training_data/training_masks/augmented_cards/aug_06265.png
aug_06266,b_3,project/training_data/training_masks/augmented_cards/aug_06266.png
aug_06267,g_3,project/training_data/training_masks/augmented_cards/aug_06267.png
aug_06268,y_2,project/training_data/training_masks/augmented_cards/aug_06268.png
aug_06269,r_2,project/training_data/training_masks/augmented_cards/aug_06269.png
aug_06270,b_2,project/training_data/training_masks/augmented_cards/aug_06270.png
aug_06271,g_2,project/training_data/training_masks/augmented_cards/aug_06271.png
aug_06272,y_1,project/training_data/training_masks/augmented_cards/aug_06272.png
aug_06273,r_1,project/training_data/training_masks/augmented_cards/aug_06273.png
aug_06274,b_1,project/training_data/training_masks/augmented_cards/aug_06274.png
aug_06275,g_1,project/training_data/training_masks/augmented_cards/aug_06275.png
aug_06276,y_6,project/training_data/training_masks/augmented_cards/aug_06276.png
aug_06277,r_6,project/training_data/training_masks/augmented_cards/aug_06277.png
aug_06278,b_6,project/training_data/training_masks/augmented_cards/aug_06278.png
aug_06279,g_6,project/training_data/training_masks/augmented_cards/aug_06279.png
aug_06280,y_5,project/training_data/training_masks/augmented_cards/aug_06280.png
aug_06281,r_5,project/training_data/training_masks/augmented_cards/aug_06281.png
aug_06282,b_5,project/training_data/training_masks/augmented_cards/aug_06282.png
aug_06283,g_5,project/training_data/training_masks/augmented_cards/aug_06283.png
aug_06284,y_4,project/training_data/training_masks/augmented_cards/aug_06284.png
aug_06285,r_4,project/training_data/training_masks/augmented_cards/aug_06285.png
aug_06286,b_4,project/training_data/training_masks/augmented_cards/aug_06286.png
aug_06287,g_4,project/training_data/training_masks/augmented_cards/aug_06287.png
aug_06288,draw_4,project/training_data/training_masks/augmented_cards/aug_06288.png
aug_06289,y_9,project/training_data/training_masks/augmented_cards/aug_06289.png
aug_06290,r_9,project/training_data/training_masks/augmented_cards/aug_06290.png
aug_06291,b_9,project/training_data/training_masks/augmented_cards/aug_06291.png
aug_06292,g_9,project/training_data/training_masks/augmented_cards/aug_06292.png
aug_06293,y_8,project/training_data/training_masks/augmented_cards/aug_06293.png
aug_06294,r_8,project/training_data/training_masks/augmented_cards/aug_06294.png
aug_06295,b_8,project/training_data/training_masks/augmented_cards/aug_06295.png
aug_06296,g_8,project/training_data/training_masks/augmented_cards/aug_06296.png
aug_06297,wild,project/training_data/training_masks/augmented_cards/aug_06297.png
aug_06298,y_7,project/training_data/training_masks/augmented_cards/aug_06298.png
aug_06299,r_7,project/training_data/training_masks/augmented_cards/aug_06299.png
aug_06300,b_7,project/training_data/training_masks/augmented_cards/aug_06300.png
aug_06301,g_7,project/training_data/training_masks/augmented_cards/aug_06301.png
aug_06302,y_reverse,project/training_data/training_masks/augmented_cards/aug_06302.png
aug_06303,r_reverse,project/training_data/training_masks/augmented_cards/aug_06303.png
